"Ticker","CompanyName","Country","Sector","Industry","CP","StartP","MinP","MaxP","Vol","MA","Shares","EV","Debt","Assets","Equity","Cash","CFOpeAct","CapExp","FCF","netIncome","Sales","MCap","Debts","ROA","FCFyield","EPS","PER","Pr6m","Signal","Quality","N_Quality","Momentum","N_Momentum","Final_rank","N_Final"
"ESQ","Esquire Financial Holdings Inc","United States","Financial Services","Banks由egional",22.8099994659424,15.4300003051758,15.4300003051758,26,19573.3870967742,20.4341532799505,5684878,56435492,810638000,936714000,126076000,65185000,-1287000,-304000,-1591000,3882000,13021000,129672064.143948,-629.866355866356,0.00414427455979093,-0.0281914792202042,0.682864258476611,33.403416832547,1.47828898346108,"HOLD",80,7.96812749003984,515,51.2948207171315,182,18.1365221723966
"LBC","Luther Burbank Corp","United States","Financial Services","Banks由egional",11.8299999237061,8.44932651519775,8.44932651519775,12.25,41858.064516129,10.2315680134681,11189048,1404187776,6292413000,6906104000,613691000,178861000,12061000,-132000,11929000,8701000,37712000,132366436.986343,521.715695215985,0.00125989993779416,0.00849530255417919,0.777635416346413,15.212784391029,1.40011158314541,"HOLD",164,16.3346613545817,430,42.8286852589641,181,18.0368709516692
"LAZY","Lazydays Holdings Inc","United States","Consumer Cyclical","Auto & Truck Dealerships",17.8099994659424,12.460000038147,12.460000038147,23.2600002288818,182891.129032258,17.2040321826935,6531976,409936672,288403000,443998000,100612000,63512000,-30834000,-9422000,-40256000,6466000,196572000,116334489.071548,-9.35340857494973,0.0145631286627417,-0.0982005337643957,0.989899534229765,17.991724260988,1.42937394955185,"BUY",124,12.3505976095618,467,46.5139442231076,179.5,17.887394120578
"MTBCP","Mtbc 11% Sr A Prf ST","United States","Healthcare","Health Information Services",27.7999992370605,24.1978569030762,23.9794330596924,27.9760437011719,19647.2,25.7224580535889,8664887,381207808,36754000,137999000,101240000,20925000,3440770,-1300500,2140270,154870,32037425,240883851.989216,10.6819113163623,0.00112225450909065,0.00561444428756297,0.0178732855950689,1555.39389158143,1.14886203965965,"BUY",375,37.3505976095618,216,21.5139442231076,179.5,17.887394120578
"CBMB","Cbm Bancorp Inc","United States","Financial Services","Banks由egional",14.0200004577637,11.8293266296387,11.8293266296387,14.3883237838745,3839.2,13.1253528442383,3093626,-2663336,181240888,234803603,53562715,47607962,-1293408,-30922,-1324330,387336,2329431,43372637.9361496,-140.126617432396,0.0016496169353926,0.497244808766149,0.125204533450391,111.976779685208,1.18519007012928,"BUY",342,34.0637450199203,248,24.7011952191235,177.5,17.6880916791231
"HIHO","Highway Hlds Ltd","Hong Kong","Industrials","Metal Fabrication",3.73000001907349,2.70402264595032,2.70402264595032,5.52633285522461,97588,3.93552586746216,2140660,8825890,5528000,15856000,10313000,7487000,0,0,0,84000,2544000,7984661.84082985,Inf,0.00529767911200807,0,0.0392402343202564,95.0554981051173,1.37942632420617,"HOLD",182,18.1274900398406,408,40.6374501992032,177.5,17.6880916791231
"SELF","Global Self Storage","United States","Real Estate","REIT悠ndustrial",4.76000022888184,3.96125292778015,3.80590963363647,4.85337543487549,22371.7741935484,4.10726444182857,8766106,66615436,25182039,65483497,40301458,1596158,183786,0,183786,337124,2345909,41726666.5664024,137.018265809148,0.0051482284154739,0.00275891011206472,0.0384576686615471,123.772459292137,1.20164006582364,"HOLD",323,32.1713147410359,265,26.394422310757,176,17.5386148480319
"MTBC","Mtbc Inc","United States","Healthcare","Health Information Services",8.3100004196167,8.75,7.6100001335144,12.1000003814697,163327.2,9.54359999084473,8664887,107323944,36754000,137999000,101240000,20925000,3440770,-1300500,2140270,154870,32037425,72005214.6059313,10.6819113163623,0.00112225450909065,0.0199421482311533,0.0178732855950689,464.939721094668,0.94971433367048,"HOLD",512.5,51.0458167330677,75,7.47011952191235,175,17.4389636273044
"OFED","Oconee Fed Fin Corp","United States","Financial Services","Banks由egional",26.0799999237061,20.6339302062988,20.5248622894287,27,1780,24.3597151641846,1168090,111443336,435132000,524548000,89416000,36466000,1692000,-34000,1658000,1071000,4237000,30463787.1108818,257.170212765957,0.0020417578562877,0.0148775158704869,0.916881404686283,28.4442456684237,1.26393758547001,"BUY",265.5,26.4442231075697,319,31.7729083665339,174,17.339312406577
"CWCO","Cons Water CO Inc","Cayman Islands","Utilities","Utilities由egulated Water",13.4499998092651,10.1840581893921,9.92748355865479,15.173713684082,81044.8,12.0911772689819,14295295,175522080,11085070,180467934,161347242,38179414,0,0,0,1434835,17666257,192271715.023389,Inf,0.00795063681506987,0,0.100371136097576,134.002665828049,1.32069157099622,"HOLD",213,21.2151394422311,367,36.5537848605578,173,17.2396611858495
"TFSL","Tfs Financial Corp","United States","Financial Services","Banks由egional",20.3700008392334,14.4502601623535,14.4502601623535,21.4500007629395,256967.2,17.7431343688965,47766189,8630585344,12915001000,14572833000,1657832000,499920000,24178000,-518000,23660000,25002000,82204000,972997310.016981,534.163330300273,0.00171565817024047,0.00274141313212881,0.523424634106774,38.9167790583546,1.40966325937178,"HOLD",138,13.7450199203187,440,43.8247011952191,172,17.1400099651221
"OPHC","Optimumbank Hlds","United States","Financial Services","Banks由egional",3.86999988555908,2.57999992370605,2.57999992370605,4.51000022888184,97436,3.38992000961304,1937450,-16240629,217278000,235112000,17834000,54629000,587000,-35000,552000,369000,1799000,7497931.27827644,370.149914821124,0.00156946476572867,-0.0339888313439092,0.190456527910398,20.3195969600988,1.5,"HOLD",42,4.18326693227092,535.5,53.3366533864542,171,17.0403587443946
"ACNB","Acnb Corp","United States","Financial Services","Banks由egional",29.2999992370605,20.09450340271,20.09450340271,33.4900016784668,16768,25.6686047058105,8352395,-35320224,2297390000,2555362000,257972000,399352000,7352000,-426000,6926000,7049000,23725000,244725167.127628,312.485038084875,0.00275851327522285,-0.19609162161599,0.843949549799788,34.7177141619561,1.45811014334941,"HOLD",76,7.56972111553785,501,49.9003984063745,170,16.9407075236672
"GOODN","Gladstone Commercial Corp Prf Perpetual USD 25 S","United States","Real Estate","REIT優iversified",26.0270004272461,26.0270004272461,26.0270004272461,26.0270004272461,2500,26.0270004272461,32925913,1758597632,722585000,1097908000,213183000,11016000,13110000,0,13110000,8829000,32865000,856962751.718468,55.1170861937452,0.00804165740663152,0.00745480362389115,0.268147461848666,97.0622665894742,1,"BUY",470,46.8127490039841,106.5,10.6075697211155,169,16.8410563029397
"LMRK","Landmark Common Units","United States","Real Estate","Real Estate Services",11.8299999237061,8.85357761383057,8.85357761383057,13.289999961853,62137.9032258065,11.2536690696593,20212261,791114752,523389000,894778000,377492000,10447000,0,0,0,6191000,17092000,239111046.087927,Inf,0.00691903466558185,0,0.306299230946998,38.6223624758402,1.33618300304115,"BUY",196,19.5219123505976,380,37.8486055776892,168,16.7414050822123
"BFIN","Bankfinancial Corp","United States","Financial Services","Banks由egional",10.3199996948242,7.10721206665039,6.9900598526001,10.9799995422363,41120.1612903226,8.7886970081637,10913885,-356317248,1423912000,1596842000,172930000,503496000,4924000,-874000,4050000,2445000,13408000,112631289.869347,289.177904142973,0.00153114710159177,-0.0113662754826845,0.224026549665861,46.0659672267266,1.4520461185124,"HOLD",82,8.16733067729084,493,49.1035856573705,166.5,16.5919282511211
"CFB","Crossfirst Bankshares Inc","United States","Financial Services","Banks由egional",13.789999961853,12.25,12.25,15.539999961853,155283.333333333,13.9623333930969,44808526,640887872,5034875000,5659303000,624428000,376810000,27265000,-1244000,26021000,8094000,33603000,617909571.83069,184.664404914726,0.00143021145890227,0.0406014860583912,0.180635265708138,76.3416817186422,1.12571428260025,"HOLD",382,38.0478087649402,193,19.2231075697211,166.5,16.5919282511211
"LOCO","El Pollo Loco","United States","Consumer Cyclical","Restaurants",16.1200008392334,16.3600006103516,14.1199998855591,21.3700008392334,263175,17.9416935443878,19199880,843523328,327643000,605221000,277578000,13219000,7028000,-2341000,4687000,5455000,110341000,309502081.713181,46.6196642003415,0.0090132364871675,0.00555645569531896,0.284116359060577,56.7373202040661,0.985330087887264,"HOLD",478,47.609561752988,95,9.46215139442231,165,16.4424514200299
"ELTK","Eltek Ltd","Israel","Technology","Electronic Components",6.21000003814697,4.69999980926514,4.40000009536743,8.10000038146973,47362.4,5.23575997543335,1774417,43711476,19890000,35157000,15267000,4735000,-498000,-338000,-836000,766000,9502000,11019129.6376886,-39.9397590361446,0.0217879796342122,-0.0191254122830352,0.431691085015529,14.385286733275,1.32127665748096,"HOLD",200,19.9203187250996,368,36.6533864541833,164,16.3428001993024
"CYAN","Cyanotech Corp","United States","Consumer Defensive","Packaged Foods",3.29999995231628,2.57999992370605,2.46000003814697,4.1399998664856,143915.2,3.21296000099182,4175519,29633726,13956000,31113000,17157000,3322000,-222000,-288000,-510000,827000,6985000,13779212.5008957,-62.8648648648649,0.0265805290393083,-0.0172101206577938,0.198059211321994,16.6616837979392,1.27906978678355,"BUY",232.5,23.1573705179283,335,33.3665338645418,163,16.243148978575
"BBAR","Bbva Banco Frances S.A.","Argentina","Financial Services","Banks由egional",2.73000001907349,2.65000009536743,2.3199999332428,3.5699999332428,438501.6,2.92216000175476,54177868,-366739776,584213350000,688970393000,102618873000,65924141000,-78277787000,-1246019000,-79523806000,3015898000,38893854000,147905580.673361,-7.46333503270858,0.00437739855099985,216.839871767823,55.6666054116415,0.04904197047558,1.03018864936869,"HOLD",436,43.4262948207171,128,12.7490039840637,162,16.1434977578475
"CPHC","Canterbury Park Hl","United States","Consumer Cyclical","Gambling",13.6800003051758,12.0699996948242,11.2299995422363,14.1000003814697,2254.4,12.7640000076294,2689762,65401636,17511602,68804787,51293185,0,997061,-665102,331959,138978,6123444,36795944.9808502,17.5632203044749,0.00201988852897692,0.00507569871799537,0.0516692554954676,264.76093324735,1.13338862063451,"BUY",359,35.7569721115538,204,20.3187250996016,161,16.0438465371201
"SPI","Spi Energy CO Ads","Hong Kong","Technology","Solar",7.5,5.71000003814697,5.67999982833862,12.4099998474121,2980395.2,8.70136003112793,7891456,183891648,179420000,179667000,-2538000,3261000,0,0,0,1331000,28182000,59185920,Inf,0.0074081495210584,0,0.16866342535522,44.4672577009767,1.31348510506034,"HOLD",205,20.4183266932271,357,35.5577689243028,159.5,15.8943697060289
"AAMC","Altisource Asset","United States","Financial Services","Asset Management",19,20.9500007629395,16.6800003051758,27.7299995422363,11488.7096774194,22.0845160638132,978892,198320944,16330000,99752000,-166578000,41623000,0,0,0,39659000,0,18598948,Inf,0.397575988451359,0,40.5141731672135,0.468971683602713,0.906921208022627,"HOLD",500,49.800796812749,62,6.17529880478088,159.5,15.8943697060289
"KREF","KKR Real Estate Finance Trust Inc","United States","Real Estate","REIT柚ortgage",18.3899993896484,15.9419059753418,15.5123338699341,18.7545547485352,235539.2,17.4006011276245,34926220,4808350720,3920206000,4965612000,1043554000,110832000,23644000,0,23644000,28858000,39058000,642293164.482727,165.801302656065,0.00581156965143471,0.00491727857987863,0.826256033432762,22.2570228180306,1.15356340817047,"BUY",343,34.1633466135458,218,21.7131474103586,157.5,15.695067264574
"FGBI","First Gurty Banc","United States","Financial Services","Banks由egional",17.9099998474121,12.371190071106,12.371190071106,19.5005226135254,8903.22580645161,16.449619377813,5098377,-2957882,2294487000,2473078000,178591000,299605000,9441000,-2041000,7400000,6127000,23092000,91311931.2920494,243.034318398475,0.00247747948103537,-2.50179013226356,1.20175498987227,14.9032040626815,1.44771842841883,"BUY",70,6.97211155378486,491,48.9043824701195,157.5,15.695067264574
"MCBS","Metrocity Bankshares Inc","United States","Financial Services","Banks由egional",15.3800001144409,16,15.039999961853,16.7600002288818,36712.5,15.756875038147,16720566,367222144,1652658000,1897489000,244831000,150688000,8885000,-56000,8829000,9454000,23809000,257162306.993517,186.005402363534,0.00498237407436881,0.024042667753718,0.565411481884046,27.2014287067397,0.961250007152557,"HOLD",476,47.4103585657371,84,8.36653386454183,156,15.5455904334828
"CIA","Citizens Inc","United States","Financial Services","Insurance有ife",5.78999996185303,5.6100001335144,5.55999994277954,6.98000001907349,85007.2,6.08776000213623,44254311,280191296,1542475000,1843420000,300945000,34131000,14818000,-97000,14721000,1538000,64968000,256232459.001832,104.094682143339,0.000834318820453288,0.0525391052832705,0.0347536763141561,166.601078674793,1.03208553013454,"HOLD",428,42.6294820717131,130,12.9482071713147,155,15.4459392127554
"MFNC","Mackinac Financial","United States","Financial Services","Banks由egional",14.0200004577637,9.43734073638916,9.43734073638916,15.2700004577637,19118.5483870968,12.5455940615746,8829729,-6273490,1333866000,1501730000,167864000,218977000,1536000,-535000,1001000,3644000,16278000,123792804.621929,868.40234375,0.0024265347299448,-0.159560308536397,0.41269669771292,33.9716807414734,1.48558803262283,"HOLD",34,3.38645418326693,523,52.0916334661355,154,15.3462879920279
"CLWT","Euro Tech Hld","Hong Kong","Industrials","Pollution & Treatment Controls",3.09999990463257,2.71000003814697,2.65000009536743,7.19999980926514,88293.6,3.65944000434875,2275983,11584390,4829000,19635000,14064000,5015000,0,0,0,434500,2859000,7055547.08294535,Inf,0.0221288515406162,0,0.190906522588262,16.2383131943506,1.14391138782133,"HOLD",345,34.3625498007968,211,21.0159362549801,153,15.2466367713004
"FCCO","First Community Corp","United States","Financial Services","Banks由egional",19.9500007629395,13.4521141052246,13.3634843826294,21.2399997711182,19283.8709677419,17.1074907779694,7111027,151238336,1259045000,1395382000,136337000,64992000,-1261000,-350000,-1611000,3436000,14015000,141864994.075283,-998.449643140365,0.00246240814343312,-0.010652061128205,0.483193215269749,41.2878329671953,1.48303832445126,"HOLD",33,3.28685258964143,518,51.593625498008,152,15.146985550573
"NNA","Navios Maritime Acquisition Corp","Monaco","Energy","Oil & Gas Midstream",4.05000019073486,4.22818422317505,2.98634004592896,4.65198802947998,187868.8,3.8034503326416,11643480,1134700800,1211932000,1549833000,337901000,59538000,35262000,-1785000,33477000,3236000,78807000,47156096.2208176,34.3693494413249,0.00208796689707859,0.029502931521684,0.277923782236926,14.5723412301661,0.957858025328333,"BUY",468.5,46.6633466135458,81,8.06772908366534,151,15.0473343298455
"ATAX","Amer First Mf Inv","United States","Financial Services","Mortgage Finance",5.53000020980835,4.03987836837769,3.56402707099915,5.86999988555908,249952.419354839,4.28277597312004,59914626,1103010176,721053360,1175247879,358837150,44495538,3199877,-97063,3102814,797930,6138388,331327894.350589,225.337836423088,0.00067894613064858,0.00281304204395663,0.0133177832070587,415.234286654956,1.36885314495967,"HOLD",149.5,14.890438247012,399,39.7410358565737,150,14.9476831091181
"LMB","Limbach Holdings Inc","United States","Industrials","Engineering & Construction",10.5600004196167,10.4799995422363,8.61999988555908,15.6899995803833,158148.387096774,11.7895160951922,8478915,128513160,208425000,262157000,53732000,42147000,4586000,-367000,4219000,387000,130396000,89537345.9578943,45.4481029219363,0.00147621463474178,0.0328293226934891,0.0456426323415201,231.362651053991,1.0076336718392,"HOLD",434,43.2270916334661,112,11.1553784860558,149,14.8480318883906
"LAND","Gladstone Land Corp","United States","Real Estate","REIT悠ndustrial",18.2999992370605,15.2412033081055,13.5923976898193,19.3739566802979,275718.548387097,15.7716194660433,24401535,1122706944,683499000,1067289000,383783000,9218000,13409000,0,13409000,114000,15113000,446548071.883106,50.973152360355,0.000106812681476151,0.011943455121268,0.0046718372430259,3917.08834985181,1.20069254816176,"HOLD",280.5,27.9382470119522,263,26.195219123506,148,14.7483806676632
"SLCT","Select Bancorp Inc","United States","Financial Services","Banks由egional",11.0699996948242,7.44999980926514,7.28000020980835,12.3699998855591,33514.5161290323,9.65556447352133,15431150,99093904,1514677000,1730045000,215368000,116087000,-10984000,214000,-10770000,3921000,17165000,170822825.790787,-137.898488710852,0.00226641503544705,-0.108684788521401,0.254096421848015,43.5661376666123,1.48590603734742,"HOLD",16,1.59362549800797,524,52.191235059761,147,14.6487294469357
"HFBL","Home Federal","United States","Financial Services","Banks由egional",31.3999996185303,22.7719173431396,21.9815692901611,31.9899997711182,703.2,27.5843121795654,877061,-25383000,483932000,535394000,51462000,79795000,1093000,-1085000,8000,1403000,5383000,27539715.0654278,442.75571820677,0.00262050004295902,-0.000315171571524248,1.59966068494666,19.6291625555437,1.37889133995078,"HOLD",125,12.4501992031873,407,40.5378486055777,146,14.5490782262083
"CVLY","Codorus Valley Bncp","United States","Financial Services","Banks由egional",18.4099998474121,12.7418479919434,12.7418479919434,19.6499996185303,15819.2,16.2135802764893,8737814,-66409164,1964239000,2162199000,197960000,335728000,3922000,-253000,3669000,4757000,19142000,160863154.406715,500.825854156043,0.00220007501622191,-0.0552483991516593,0.54441534232704,33.8160930012015,1.44484535202843,"HOLD",43,4.28286852589641,487,48.5059760956175,145,14.4494270054808
"LEJU","Leju Holdings Ltd","China","Real Estate","Real Estate Services",2.47000002861023,2.00999999046326,2.00999999046326,3.95000004768372,172664.8,2.59123200798035,19996301,79431312,347176000,641961000,295927000,284489000,0,0,0,6118000,230417000,49390864.0420988,Inf,0.00953017395137711,0,0.305956586670705,8.07304086990826,1.22885574145747,"HOLD",236,23.5059760956175,286,28.4860557768924,143.5,14.2999501743896
"PDEX","Pro-Dex Inc","United States","Healthcare","Medical Instruments & Supplies",26.9500007629395,28.2000007629395,21.9699993133545,42.5999984741211,40599.2,31.408559967041,2411471,107428224,16533000,38372000,21839000,5523000,1973000,-6726000,-4753000,337000,8265000,64989145.2898064,8.3796249366447,0.00878244553320129,-0.0442434941491726,0.139748725985094,192.846128456399,0.955673760064476,"HOLD",443,44.1235059760956,79,7.86852589641434,143.5,14.2999501743896
"GBLI","Global Indemnity Plc","United States","Financial Services","Insurance猶roperty & Casualty",29.6399993896484,20.3443145751953,20.3443145751953,30.0799999237061,14253.2258064516,26.7017667370458,2437174,535126592,1186584000,1904908000,714324000,67359000,-1266000,0,-1266000,1191000,158273000,72237835.872467,-937.270142180095,0.000625227045085642,-0.00236579534436592,0.488680742532129,60.653094771173,1.45691806327979,"HOLD",19.5,1.94223107569721,499,49.7011952191235,142,14.1504733432985
"RLGT","Radiant Logistics","United States","Industrials","Integrated Freight & Logistics",6.94999980926514,5.15999984741211,5.05000019073486,7.44999980926514,213637.6,6.09031998443603,44125149,382920896,154972000,300208000,145080000,7269000,-11531000,-2781000,-14312000,3812000,218805000,306669777.133796,-13.4395976064522,0.0126978628151149,-0.0373758657453888,0.0863906431228142,80.4485249563997,1.34689922767164,"HOLD",130,12.9482071713147,388,38.6454183266932,141,14.050822122571
"IEC","IEC Electronics","United States","Technology","Electronic Components",12.039999961853,8.69999980926514,8.69999980926514,17.8400001525879,159752,11.9217599868774,9206353,185265056,112847000,153494000,40647000,102000,-4913000,-7599000,-12512000,1537000,47481000,110844489.768806,-22.9690616731122,0.0100134207200281,-0.067535671702709,0.166949931205115,72.1174299081363,1.38390807193248,"BUY",105.5,10.50796812749,412,41.0358565737052,140,13.9511709018435
"CHMI","Cherry Hill Mortgage Investmen","United States","Real Estate","REIT柚ortgage",9.34000015258789,8.701096534729,8.03977489471436,10.3218002319336,193588.8,9.04682876586914,15925084,1450444544,1280922000,1593488000,194786000,83892000,8629000,0,8629000,8875000,15818000,148740286.989975,148.44385212655,0.00556954304017351,0.00594921056147597,0.557296903426067,16.7594689566169,1.07342794270915,"BUY",361,35.9561752988048,156,15.5378486055777,138.5,13.8016940707524
"YORW","York Water Company","United States","Utilities","Utilities由egulated Water",48.9700012207031,42.3270416259766,41.0200004577637,51.2799987792969,33322.5806451613,45.458149233172,12895452,766019072,263705000,406957000,143252000,2000,3929000,-16168000,-12239000,3710000,13398000,631490300.181519,67.1175871723085,0.00911644227768536,-0.0159774089802297,0.287698329612642,170.213018916851,1.15694363082181,"BUY",296,29.4820717131474,221,22.0119521912351,138.5,13.8016940707524
"TG","Tredegar Corp","United States","Basic Materials","Specialty Chemicals",15.0100002288818,10.7765064239502,10.0557403564453,18.2000007629395,226971.774193548,14.1312028515723,25545332,639061696,405815000,514870000,109055000,11846000,0,0,0,895000,192524000,383435439.166862,Inf,0.00173830287256977,0,0.0350357552604914,428.41948510264,1.3928447344979,"BUY",90,8.96414342629482,426,42.4302788844622,137,13.6522172396612
"MANU","Manchester United Ltd","United Kingdom","Consumer Cyclical","Leisure",15.7399997711182,14.4393339157104,13.2459993362427,20.1299991607666,196850.4,15.9958906784058,36084514,3216928000,976021000,1381600000,405579000,80620000,-1039000,-1339000,-2378000,63828000,172850000,567970242.10091,-939.384985563041,0.0461986103068906,-0.000739214555004029,1.76884743410982,8.89844961617018,1.09007796779272,"HOLD",349,34.7609561752988,166,16.5338645418327,136,13.5525660189337
"HROW","Harrow Health Inc","United States","Healthcare","Drug Manufacturers祐pecialty & Generic",6.75,5.53000020980835,4.76000022888184,11.0299997329712,185001.6,6.88519997406006,19267964,161922208,30646000,57474000,27183000,4101000,-566000,-82000,-648000,1149000,14595000,130058757,-54.1448763250883,0.0199916483975363,-0.00400192171292526,0.0596326627971694,113.193,1.22061478189961,"HOLD",232.5,23.1573705179283,279,27.7888446215139,135,13.4529147982063
"NWFL","Norwood Financial Cp","United States","Financial Services","Banks由egional",26.6100006103516,24.0944213867188,22.6636791229248,28.9734535217285,12057.6,25.9668749694824,7471923,216634192,1657079000,1851864000,194785000,111693000,4777000,-210000,4567000,5513000,16675000,198827875.5905,346.886958342056,0.00297700047087691,0.021081621316731,0.737828802571975,36.0652776329584,1.10440504809215,"BUY",335,33.3665338645418,176,17.5298804780877,134,13.3532635774788
"BMA","Banco Macro S.A.","Argentina","Financial Services","Banks由egional",13.3500003814697,14.6199998855591,11.7399997711182,16.9799995422363,314717.6,14.4995200195312,34355682,-2055844608,621820380000,769901176000,148078928000,213609822000,64516795000,-1253028000,63263767000,9283190000,24921390000,458648367.805653,9.63811640054345,0.0120576384208562,-30.772640477699,270.208287525772,0.0494063320696498,0.913132728178487,"HOLD",446,44.4223107569721,63,6.27490039840637,132.5,13.2037867463876
"CKH","Seacor Smit Inc","United States","Energy","Oil & Gas Equipment & Services",40.75,29.2900009155273,29.2900009155273,43.6599998474121,248296,38.3783201293945,18338425,1157499392,686687000,1532104000,844611000,65703000,-31107000,-15199000,-46306000,10770000,213531000,747290818.75,-22.0749991963224,0.00702954890790704,-0.0400052045988461,0.587291438605006,69.3863341457753,1.39125977214966,"BUY",86,8.56573705179283,423,42.1314741035857,132.5,13.2037867463876
"ARL","American Realty Investors","United States","Real Estate","Real Estate優evelopment",8.82999992370605,9.85000038146973,8,13.5500001907349,3562.09677419355,9.77806452781923,1454653,682603008,535358000,865764000,234990000,36814000,20882000,0,20882000,403000,19481000,12844585.8790188,25.6372952782301,0.00046548482034365,0.0305917198653774,0.277042016205927,31.8724215360268,0.896446658044547,"HOLD",449.5,44.7709163346614,58,5.77689243027888,131,13.0543099152965
"CNF","Cnfinance Holdings Ltd ADR","China","Financial Services","Mortgage Finance",3.85999989509583,3.14000010490417,2.90000009536743,4.30000019073486,30570.4,3.38936000442505,33036713,905810688,8463686000,12204937000,3741251000,1960923000,0,0,0,105281000,294866000,127521708.714311,Inf,0.00862609942189788,0,3.18678798341712,1.21125092575404,1.22929928857873,"HOLD",219,21.8127490039841,287,28.5856573705179,130,12.954658694569
"PBIP","Prudential Bancorp","United States","Financial Services","Banks由egional",14.7600002288818,10.3175001144409,10.3175001144409,15.3900003433228,16968,12.9221814193726,6523202,325463712,1062022000,1193267000,131245000,90958000,-106000,-80000,-186000,1837000,6220000,96282463.0130424,-10019.0754716981,0.0015394710488097,-0.000571492283600575,0.281610166295632,52.4128813353524,1.43057911947323,"HOLD",35,3.48605577689243,469,46.7131474103586,129,12.8550074738416
"EVI","Evi Industries Inc","United States","Industrials","Industrial Distribution",28.7700004577637,27.5100002288818,26.3899993896484,43.9500007629395,22639.5161290323,32.8191935170081,4627717,349156160,81898000,180093000,98195000,4978000,3106000,-439000,2667000,461000,57165000,133139420.208401,26.3676754668384,0.0025597885536917,0.00763841600274215,0.0996171546358604,288.805683749242,1.04580153465644,"HOLD",366,36.4541832669323,137,13.6454183266932,128,12.7553562531141
"USM","United States Cellular Corp","United States","Communication Services","Telecom Services",36.4799995422363,29.5599994659424,28.3899993896484,37.0400009155273,160114.4,31.6852800140381,15095249,5373610496,5.245e+09,9.681e+09,4.411e+09,1.271e+09,2.87e+08,-2.99e+08,-1.2e+07,5e+06,1.073e+09,550674676.609943,18.2752613240418,0.000516475570705506,-0.00223313543267279,0.331230044631924,110.134935321989,1.23410014212845,"HOLD",207,20.6175298804781,292,29.0836653386454,127,12.6557050323866
"WHG","Westwood Holdings Group Inc","United States","Financial Services","Capital Markets",14.460000038147,11.0853624343872,9.60400009155273,18.7800006866455,37431.2,13.5821130599976,6316948,40033592,18441000,149152000,130711000,13016000,-2688000,-1000,-2689000,2815000,17113000,91343068.3209724,-6.86049107142857,0.0188733640849603,-0.0671685918165924,0.445626590562405,32.448692121127,1.3044228480335,"BUY",145,14.4422310756972,350,34.8605577689243,126,12.5560538116592
"VBFC","Village Bank & Trust","United States","Financial Services","Banks由egional",40,30,29.5,40.6500015258789,713.6,34.3763998413086,558073,73572000,654240000,706236000,51996000,43451000,-164000,-212000,-376000,3052000,10440000,22322920,-3989.26829268293,0.00432150159436789,-0.00511063991735987,5.46881859541673,7.31419397116645,1.33333333333333,"HOLD",116,11.5537848605578,378,37.6494023904382,125,12.4564025909317
"DLHC","Dlh Holdings Corp","United States","Industrials","Specialty Business Services",9.92000007629395,7.40000009536743,7.40000009536743,11.3400001525879,38609.6,9.92159998321533,6803438,226458352,135931000,191866000,55935000,370000,-8518000,-53000,-8571000,1814000,57852000,67490105.4790611,-15.9580887532285,0.00945451513035139,-0.0378480189593537,0.266629900941259,37.2051298120513,1.34054053357433,"BUY",105.5,10.50796812749,384,38.2470119521912,123.5,12.3069257598406
"HSTM","Healthstream Inc","United States","Healthcare","Health Information Services",22.3400001525879,20.0699996948242,18.1800003051758,25.3500003814697,143263.2,21.9216000366211,25099516,691778176,166251000,500313000,334062000,36566000,5121000,-254000,4867000,923000,61818000,560723191.269882,32.4645577035735,0.00184484512695053,0.00703549225582971,0.0367736174673647,607.500748938117,1.11310416005383,"BUY",305.5,30.4282868525896,184,18.3266932270916,123.5,12.3069257598406
"CMO","Capstead Mortgage Corp","United States","Real Estate","REIT柚ortgage",6.23000001907349,5.29700088500977,4.85003662109375,6.34523773193359,805463.2,5.58674142074585,94333049,8240153600,7495087000,8405250000,659217000,257180000,40950000,0,40950000,23294000,26322000,587694897.06926,183.030207570208,0.00277136313613515,0.00496956755757563,0.24693360648186,25.2294538108208,1.17613724337937,"HOLD",250.5,24.9501992031872,237,23.605577689243,122,12.1574489287494
"PANL","Pangaea Logistics So","United States","Industrials","Marine Shipping",3.16000008583069,2.57273316383362,2.43366670608521,3.49653339385986,89252,2.91089413833618,10744456,311055680,215972740,450404145,182765765,46897216,-1605832,-820280,-2426112,7590134,112853326,33952481.8822041,-134.492736475547,0.0168518298160866,-0.00779960680994477,0.706423294022517,4.47323879686499,1.22826577207952,"BUY",204,20.3187250996016,283,28.1872509960159,120,11.9581464872945
"TRST","Trustco Bank Corp NY","United States","Financial Services","Banks由egional",7.36999988555908,5.19330358505249,5.19330358505249,7.82000017166138,459696,6.45202863693237,93995804,-67351320,5333635000,5901796000,568161000,1045599000,14251000,-1032000,13219000,13814000,42650000,692749064.723034,374.26391130447,0.00234064342447621,-0.196269352998575,0.146964007031633,50.1483324687298,1.41913519301502,"HOLD",37,3.68525896414343,450,44.8207171314741,120,11.9581464872945
"UBFO","United Security Bcsh","United States","Financial Services","Banks由egional",8.1899995803833,5.96789407730103,5.7991304397583,8.85000038146973,33810.4,7.08795815658569,13338958,-139673024,974847000,1092654000,117807000,294069000,4434000,-98000,4336000,1923000,8379000,109246060.42275,219.857239512855,0.0017599349839931,-0.0310439330074217,0.144164184338837,56.8102238287834,1.37234332149662,"HOLD",83,8.26693227091633,404,40.2390438247012,120,11.9581464872945
